"id","title","description","street","city","state","postal_code","country","lat","lng","phone","fax","email","website","logo_id","path","marker_id","description_2","open_hours","ordr","slug","brand","special","categories","days_str"
"76","V2 Retail Ltd. (HB16)","HB16","Badi Bazar, Talkhapur","Sitamarhi","Bihar","843302","India","26.5650282","85.5156531","9628242995 / 7352119447","","sitamarhi@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb16-sitamarhi","","","null",""
"61","V2 Retail Ltd. (HB17)","HB17","Janpur Road","Motihari","Bihar","845401","India","26.6619493","84.9126161","8882755043 / 9082976539","","motihari@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb17-motihari","","","null",""
"81","V2 Retail Ltd. (HB19)","HB19","Tajpur Road, Kashipur","Samstipur","Bihar","848101","India","25.8652279","85.776226","7779925413 / 7004398098","","samastipur@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb19-samstipur","","","null",""
"92","V2 Retail Ltd. (HB20)","HB20","Near Shadatt Market Traffic Chowk, Kacheri Road","Begusarai","Bihar","851101","India","25.421226","86.1360423","8298971669 / 9717562990","","begusarai3@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb20-begusarai","","","null",""
"98","V2 Retail Ltd. (HB21)","HB21","Mouza Saharsa, Purab Bazar","Sahrsa","Bihar","852201","India","25.8768699","86.6025813","7903647168 / 7903834162","","saharsa@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb21-sahrsa","","","null",""
"79","V2 Retail Ltd. (HB22)","HB22","Kazichack, Near Bank of India, Barh","Barh","Bihar","803213","India","25.4747111","85.706218","8873277055 / 9117310173","","barh@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb22-barh","","","null",""
"103","V2 Retail Ltd. (HB24)","HB24","Mauza Bogoria, Station Road, District Banka","Banka","Bihar","852131","India","24.8840997","86.9243684","9534892536 / 7654727758","","banka@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb24-banka","","","null",""
"56","V2 Retail Ltd. (HB26)","HB26","MG Road, Near IDBI Bank","Aurangabad","Bihar","824101","India","24.7503772","84.3660482","7004578993 / 8130280592","","aurangabad@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb26-aurangabad","","","null",""
"64","V2 Retail Ltd. (HB29)","HB29","Mauza, Saguna","Patna","Bihar","801503","India","25.6230131","85.0411223","8877416794 / 7739276828","","patna2@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb29-patna","","","null",""
"141","V2 Retail Ltd. (HB30)","HB30","Thawe - Bheria Road","Gopalganj","Bihar","841428","India","26.4612131","84.4366529","8789768152 / 9262827477","","gopalganj@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb30-gopalganj","","","null",""
"90","V2 Retail Ltd. (HB31)","HB31","Mauza - Cheskdeh","Madhubani","Bihar","847211","India","26.36036036","86.06637032","9572854746 / 9905275795","","madhubani@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb31-madhubani","","","null",""
"53","V2 Retail Ltd. (HB32)","HB32","Anandy Complex, G.T. Road, Sasaram","Sasaram","Bihar","821115","India","24.95467","84.0151317","9608373167 / 7004291279","","sasaram@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb32-sasaram","","","null",""
"66","V2 Retail Ltd. (HB34)","HB34","Saket Vihar, Bank of Baroda, Anishabad, Khagol Fulwari, Sareef","Patna","Bihar","800002","India","25.5821522","85.0852055","8789037589 / 9241675230","","patna3@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb34-patna","","","null",""
"144","V2 Retail Ltd. (HB35)","HB35","Dak Bangla Road, Near Prasad Petrol Pump, In Front of Ram Jaipal College","Chappra","Bihar","841301","India","25.7231","84.8277","9135254558 / 8178183673","","chapra2@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb35-chappra","","","null",""
"72","V2 Retail Ltd. (HB36)","HB36","Shop No. 01, Ground Floor and Upper Floor, Cine Krishna, Boobna Plaza, Campus Cinema Road, Hazipur, District Vaishali","Hajipur","Bihar","844101","India","25.6943606","85.2116663","9006726837 / 9570670353","","hajipur@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb36-hajipur","","","null",""
"68","V2 Retail Ltd. (HB37)","HB37","Kurjee Industrial Street Road, Radha Complex, Po Sadaquat Ashram, Ps Patliputra","Patna","Bihar","800010","India","25.6371759","85.1087369","8789108425 / 7319946212","","patna4@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb37-patna","","","null",""
"106","V2 Retail Ltd. (HB38)","HB38","Arun Tower, Nathnagar Road, Near Muslim Minority College","Bhagalpur","Bihar","812002","India","25.241271","86.962573","9716883199 / 6205314394","","bhagalpur2@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb38-bhagalpur","","","null",""
"55","V2 Retail Ltd. (HB39)","HB39","Ambedkar Chowk, Dehri, Rohtas","Dehri On Sone","Bihar","821307","India","24.905806","84.1770929","9472303104 / 8766258684","","dehrionsone@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb39-dehri-on-sone","","","null",""
"65","V2 Retail Ltd. (HB41)","HB41","Naya Tola, AIIMS Road, Phulwari Sharif","Patna","Bihar","801505","India","25.5750353","85.0636469","8789108425 / 9262827477","","patna5@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb41-patna","","","null",""
"70","V2 Retail Ltd. (HB43)","HB43","Arya Kumar Road, Near Dinkar Golamber, Mchhuatoli Road","Patna","Bihar","800004","India","25.6111256","85.1590885","8789176093","","machuatoli@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb43-patna","","","null",""
"96","V2 Retail Ltd. (HB44)","HB44","Main Road, Near Purab Sarai Masjid","Munger","Bihar","811202","India","25.374763","86.4808322","7352075255","","munger@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb44-munger","","","null",""
"71","V2 Retail Ltd. (HB45)","HB45","Sadikpur, Gulzarbagh Station Road, Opposite PMC East Gate","Patna","Bihar","800007","India","25.602207","85.206846","7352075255","","patnacity@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb45-patna","","","null",""
"62","V2 Retail Ltd. (HB48)","HB48","Court Area, PG Road, Horilganj","Jehanabad","Bihar","804408","India","25.2059473","84.9846783","7352075255","","jehanabad@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb48-jehanabad","","","null",""
"51","V2 Retail Ltd. (HB50)","HB50","Bhabua Mohania Road, Opposite Zila Mukhyalaya","Bhabua","Bihar","821101","India","25.0486412","83.61580658","7352075255","","bhabua@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hb50-bhabua","","","null",""
"10","V2 Retail Ltd. (HD22)","HD22","Kapashera Village, Opposite Fun N Food Village","Delhi","Delhi","110037","India","28.5231629","77.0819133","9319478168 / 9718658519","","kapashera@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hd22-delhi","","","null",""
"17","V2 Retail Ltd. (HD24)","HD24","F-397, Main Wazirabad Road, Bhajanpura","Delhi","Delhi","110094","India","28.6978429","77.3243176","8305106132 / 8920034022","","bhajanpura@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hd24-delhi","","","null",""
"13","V2 Retail Ltd. (HD25)","HD25","House No. 880/804, Arya Samaj Road, Main Market, Ranibagh","Delhi","Delhi","110034","India","28.6861906","77.1291703","8178789728 / 8178789728","","ranibagh@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hd25-delhi","","","null",""
"14","V2 Retail Ltd. (HD26)","HD26","Prakash House, In Front of Indian Overseas Bank, Near Small Red Light, Vasant Kunj Road","Delhi","Delhi","110037","India","28.5598377","77.1580803","7011922346 / 9289679159","","mahipalpur2@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hd26-delhi","","","null",""
"133","V2 Retail Ltd. (HD30)","HD30","Mubarakpur Main Road, Prem Nagar, Kirari, Near Police Station","Delhi","Delhi","110086","India","28.7095","77.0621","9958016033","","kirari@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hd30-delhi","","","null",""
"1","V2 Retail Ltd. (HG10)","HG10","Located in City of Panaji, Taluka and Sub District of Tiswadi","Panjim","Goa","403001","India","15.4988779","73.8735821","8088074124 / 7654010517","","goa@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hg10-panjim","","","null",""
"2","V2 Retail Ltd. (HG11)","HG11","Z Square, Hira Talkies Theatre Complex, Pazwada","Bicholim","Goa","403504","India","15.5877649","73.9440501","9552418128 / 7517016372","","goa2@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hg11-bicholim","","","null",""
"16","V2 Retail Ltd. (HH13)","HH13","NIT 1, Main Market St, Block C, Greenfields Colony","Faridabad","Haryana","121003","India","28.3813512","77.3020752","8565842777 / 7210005025","","faridabad2@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hh13-faridabad","","","null",""
"12","V2 Retail Ltd. (HI05)","HI05","Anand Cinema Complex, No. 2 MC","Solan","Himachal Pradesh","173212","India","30.9095108","77.1003526","7011607635 / 8894901613","","solan@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hi05-solan","","","null",""
"93","V2 Retail Ltd. (HJ08)","HJ08","No. 7, New Planning Area, Sakchi","Jamshedpur","Jharkhand","831001","India","22.8068837","86.202897","7979786477 / 8936871071","","jamshedpur@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj08-jamshedpur","","","null",""
"73","V2 Retail Ltd. (HJ09)","HJ09","Ps Lower Bazar, Ward No. IV, Main Road","Ranchi","Jharkhand","834001","India","23.3649638","85.3295476","8709537101 / 7677022412","","ranchi@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj09-ranchi","","","null",""
"75","V2 Retail Ltd. (HJ10)","HJ10","Mauza Contonment, Thanna No. 157, Thana-Hazaribag, Pargana-Champa","Hazaribagh","Jharkhand","825301","India","23.9970052","85.3739314","7978658805 / 8051032952","","hazaribag@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj10-hazaribagh","","","null",""
"100","V2 Retail Ltd. (HJ11)","HJ11","Mouza-Madhusudan, Deogarh","Deoghar","Jharkhand","814112","India","24.49257469","86.6864624","8882581318 / 6205314394","","deoghar@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj11-deoghar","","","null",""
"88","V2 Retail Ltd. (HJ12)","HJ12","Thana-Rajhanwar, District Giridih","Rajdhwar","Jharkhand","825412","India","24.4111327","85.980646","8210347853 / 8092430691","","rajdhanwar@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj12-rajdhwar","","","null",""
"149","V2 Retail Ltd. (HJ14)","HJ14","Thana Road, In Front of 1 India Mart","Dumka","Jharkhand","814101","India","24.2652196","87.2481618","7488421355 / 8051841276","","dumka@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj14-dumka","","","null",""
"147","V2 Retail Ltd. (HJ15)","HJ15","Mauza, Chas, District Bokaro","Chas","Jharkhand","827013","India","23.6331918","86.1753511","7735451008 / 7739339911","","chas@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj15-chas","","","null",""
"146","V2 Retail Ltd. (HJ17)","HJ17","Kandra, Adityapur Highway Road, Near Shere Punjab Chowk, Dayal Trade Centre Building","Jamshedpur","Jharkhand","831013","India","22.7870238","86.1630689","8936871071 / 6200058083","","jamshedpur2@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj17-jamshedpur","","","null",""
"74","V2 Retail Ltd. (HJ19)","HJ19","Ground Floor, Butala Mall Decore, Ranchi Municipal Corp, PS Lalpur, PO Lalpur","Ranchi","Jharkhand","834001","India","23.3719943","85.3383921","-","","ranchi2@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj19-ranchi","","","null",""
"94","V2 Retail Ltd. (HJ20)","HJ20","Mouza, East Singhbhum, Mango","Jamshedpur","Jharkhand","831012","India","22.8200188","86.2115908","-","","mango@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj20-jamshedpur","","","null",""
"95","V2 Retail Ltd. (HJ21)","HJ21","Centre Point Mall, Bank More, Dhanbad","Dhanbad (Bank More)","Jharkhand","826001","India","23.7879283","86.417645","#N/A","","","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj21-dhanbad-bank-more","","","null",""
"148","V2 Retail Ltd. (HJ22)","HJ22","R. Road, Bistupur, Near Baby Hotel","Jamshedpur","Jharkhand","831001","India","22.8018","86.2029","8507209989","","bistupur@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hj22-jamshedpur","","","null",""
"129","V2 Retail Ltd. (HK04)","HK04","Krishnapur Village, Hubli Taluk, District Dharwad","Hubli","Karnataka","580030","India","15.3773","75.116","9598049624 / 9598049624","","hubli@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hk04-hubli","","","null",""
"4","V2 Retail Ltd. (HK05)","HK05","Nehru Nagar, Kolhapur Circle","Belgaum","Karnataka","590010","India","15.8774637","74.5150315","7353111453 / 9964262642","","belgaum@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hk05-belgaum","","","null",""
"7","V2 Retail Ltd. (HK07)","HK07","Vijayapur","Vijyapur","Karnataka","586101","India","16.8371934","75.7164642","8073557432 / 7348577100","","vijayapura@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hk07-vijyapur","","","null",""
"9","V2 Retail Ltd. (HK10)","HK10","Station Main Road, Opp. G.E.S.C.O.M Offices","Gulberga","Karnataka","585102","India","17.3225384","76.8311444","8618984174 / 8197502056","","gulbarga@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hk10-gulberga","","","null",""
"5","V2 Retail Ltd. (HK11)","HK11","Dharwad Business Centre Mall, R.S. No. 33/1, BRTS Main Road, Near Gandhi Nagar Cross, Vidyagiri","Dharwar","Karnataka","580007","India","15.4362058","75.0205419","9986473683 / 8151946130","","dharwad@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hk11-dharwar","","","null",""
"3","V2 Retail Ltd. (HK12)","HK12","CTS No. 2742/2, Angol","Belgaum","Karnataka","590006","India","15.8319954","74.5032065","9931318165 / 6291263345","","belgaum2@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hk12-belgaum","","","null",""
"132","V2 Retail Ltd. (HK13)","HK13","New Kanthaj Urs Road, Near Kavitha Bakery","Mysore","Karnataka","570023","India","12.3537","76.5368","-","","mysore@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hk13-mysore","","","null",""
"18","V2 Retail Ltd. (HK15)","HK15","V2 Retail Ltd. Gunj Road, Raichur, Miraj Mall","Raichur","Karnataka","584101","India","16.2110961","77.3566238","-","","raichur@v2kart.com","https://v2retail.com","2","v2-LOGO-5.png","1","","{""mon"":""0"",""tue"":""0"",""wed"":""0"",""thu"":""0"",""fri"":""0"",""sat"":""0"",""sun"":""0""}","0","v2-retail-ltd-hk15-raichur","","","null",""
