city,store_address,store_email,store_phone,store_name
Mumbai,"Capital Mall, Lower Ground Floor, Yashwant Viva Township, Nalasopara East,, Mumbai - 401209, Maharashtra, India
        ",Starhelp@trent-tata.com,9029002233,"Capital Mall, Nalasopara"
Mumbai,"Utopia Mall, Garden Grove, Chikuwadi, Near Phoenix Hospital,
Borivali West, Mumbai - 400092, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Borivali West
Mumbai,"Star Bazaar,
COCO Mansion, Near high point gloria, off. Devchand Housing compound, Ghodbandar road
Mumbai-400615, Mumbai - 400615, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Coco Mansion
Pune,"Star  Bazaar, Ideal Wood Working & Engineering Co. Ltd., M.I.D.C., D III Block, Plot No.91, Opp. Greaves Ltd., Mumbai – Pune Road Pimpri-Chinchwad, Pune - 411019, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Chinchwad
Pune,"Star Bazaar, Unit No. G1 to G6, Phoenix Market City, Ground floor building, Junction of Pune Nagar Road. Viman Nagar, Pune - 411014, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Viman Nagar
Pune,"Star Bazaar Seasons Mall, Magarpattacity, Kharadi Bypass Road, Hadapasar, Pune - 411013, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Magarpatta
Pune,"Star Market, Unit Nos. 17 to 36, Vision 9, Ground Floor, Situated at Survey No. 125, Hissa No. 4, Village Pimple Saudagar, Pune - 411027, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Pimple Saudhagar
Pune,"Star Market, Premises Shop No. 5 to 10, Katepuram Shopping Complex, Situated at S. No. 48/1/1, 48/2/2, Kate Puram chowk, Navi Sangvi, 
Pimple Gurav, Pune - 411061, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Kathepuram
Pune,"Unit No. 2, Ground Floor, Montclaire, situated at Survey No. 134/1, Baner Pashan Link Road, Baner, Pune - 411045, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Baner
Pune,"Star Market, Survey No. 192/6, Pink City Road, Near Euro School, Wakad, Pune - 411057, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Kalate
Pune,"Aston Plaza, Phase 1, Plot Bearing/CTS/Final Plot No. S, No.56, Part, 62, at Ambegaon Budruk, Haveli, Pune - 411046, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Ambegaon Budruk
Pune,"Gat No. 646, Saraswati Market, 
Near Keshnand Phata, Pune Nagar Road, Wagholi, 
Pune, Maharashtra - 412207, Pune - 412207, maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Wagholi
Pune,"Kakade Centre Port, Upper ground floor, Kakade Bizz Icon, Ganeshkhind Road, Near E Square Multiplex, Shivaji Nagar, Pune- 411005, Pune - 411005, Maharashtra, India
        ",Starhelp@trent-tata.com,9029002233,Kakade Centre Port
Pune,"Ground Floor, Grand High Street, Village Hinjewadi, Taluka Mulshi, Pune- 411057, Pune - 411057, Maharashtra, India
        ",Starhelp@trent-tata.com,9029002233,Grand High Street
Pune,"Star Bazaar,
Yash One Grand central,
Datta Mandir Road,
Datta Nagar, Wakad,
Pune-411057, Pune - 411057, Maharashtra, India
        ",starhelp@trent-tata.com,9029002233,Yash One Wakad
Nashik,"Shraddha Mall, Ground floor, LS-5, College Road,
Nashik-422 005, Nashik - 422005, Maharashtra, India
        ",Starhelp@trent-tata.com,9029002233,Shraddha Mall
