id,zone_id,external_id,name,slug,description,mobile,landline,address,locality,landmark,city,state,region,country,pincode,lat,long,timings,webpage,exclusive,company_name,branch_store_img,branch_display_number,maps_url,average_rating,total_reviews
0dd90435-b86e-4663-b1bd-271b6ef04309,01ca273f-610c-4686-a319-46317c4515b8,p253,Pantaloons,pantaloons-mdu68hserde2j4x,,06572321168,,"P & M Mall, Outer Circle Road",Bistupur,Near by Voltas Building,jamshedpur,jharkhand,east,in,831001,22.78484072,86.17937055,"{""Sunday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Monday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Tuesday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Wednesday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Thursday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Friday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Saturday"":{""open"":true,""timings"":[""11:00"",""21:30""]}}",True,True,Pantaloons,,,https://maps.google.com/maps?cid=18022073755148828711,4.165609584214235,1419
0e717c17-c7e7-4e51-979a-1d0d96fd0075,01ca273f-610c-4686-a319-46317c4515b8,p188,Pantaloons,pantaloons-scyx28fwrlt4aag,,07596057175,,"Plot No 369/2169/4269 & 369/2168, Galleria Mall",Patia,Near Patia Square,bhubaneswar,odisha,east,in,751024,20.34345384,85.82273496,"{""Sunday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Monday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Tuesday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Wednesday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Thursday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Friday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Saturday"":{""open"":true,""timings"":[""11:00"",""21:30""]}}",True,True,Pantaloons,,,https://maps.google.com/maps?cid=1495335144148841287,4.118623382963144,4097
0ecf1c90-f9c6-44db-9971-1caf6ee592be,01ca273f-610c-4686-a319-46317c4515b8,p326,Pantaloons,pantaloons-kxpwxrk25t9pp4k,,08657959770,,"Shop No 1,2,3, Dhristi Plaza, Kola Road",Sarvdharm Colony,Infront Of Sagar Gaire,bhopal,madhya pradesh,west,in,462042,23.18541289,77.41752409,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=17997313814175223075,4.0,65
10803aa9-6c27-4e6c-a661-49398bae13c1,01ca273f-610c-4686-a319-46317c4515b8,p272,Pantaloons,pantaloons-cxsk8hzt7ityif8,,08961616152,,"Building No 128, Netaji Road",Khagra,Near By BT College,berhampore,west bengal,east,in,742103,24.10682429,88.24787631,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=8859485648962857512,4.039634146341464,1640
1097f6c5-ee7d-4212-8782-82f64d32c189,01ca273f-610c-4686-a319-46317c4515b8,p075,Pantaloons,pantaloons-6ltjsu9if7ei5y9,,07596086838,,"Ozone Galaria Mall, Saraidhela Road, Kolakusma",Saraidhella,Near Big Bazar,dhanbad,jharkhand,east,in,828127,23.82077482,86.46992837,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=9720998645130356361,4.103448275862069,87
11e55408-4966-40c3-bb9f-55f09b9fcfc8,01ca273f-610c-4686-a319-46317c4515b8,p362,Pantaloons,pantaloons-hkfwymjw4rorc2b,,01725214480,,"Shop No 01B, Plot No 178 & 178A, Basement 1, Elante Mall",Industrial Area Phase 1,Near Lemon Tree Hotel,chandigarh,punjab,north,in,160002,30.70498621,76.80230519,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=17135624538940531814,4.666068222621185,1671
12067c4d-924b-4333-8ad2-bef857861722,01ca273f-610c-4686-a319-46317c4515b8,p453,Pantaloons,pantaloons-p3gctq4hekkfn78,,06292302890,,"GF, FF & SF, Savitri Mall, Plot No 510-513, Khata No 104, 42, 06, Ward No 35, Kankarbagh Main Road",Kankarbagh,Near By Petrol Pump,patna,bihar,east,in,800020,25.60337285,85.15267606,"{""Sunday"":{""open"":true,""timings"":[""10:30"",""21:30""]},""Monday"":{""open"":true,""timings"":[""10:30"",""21:30""]},""Tuesday"":{""open"":true,""timings"":[""10:30"",""21:30""]},""Wednesday"":{""open"":true,""timings"":[""10:30"",""21:30""]},""Thursday"":{""open"":true,""timings"":[""10:30"",""21:30""]},""Friday"":{""open"":true,""timings"":[""10:30"",""21:30""]},""Saturday"":{""open"":true,""timings"":[""10:30"",""21:30""]}}",True,True,Pantaloons,,,https://maps.google.com/maps?cid=6179395232086310295,4.1525423728813555,59
13fb804e-ab6b-45bc-bb41-99b61c2c124c,01ca273f-610c-4686-a319-46317c4515b8,k004,Pantaloons,pantaloons-u5fymwelf4ymram,,07595041025,,"Axis Mall, Ground Floor, Action Area 1, New Town",Block A,Near by Lifestyle Stores,kolkata,west bengal,east,in,700156,22.5794761,88.46022135,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=5938387185610070667,4.15547703180212,283
14870832-e566-471e-82d5-a72569ecda6f,01ca273f-610c-4686-a319-46317c4515b8,p359,Pantaloons,pantaloons-pe4l8ij9r7r5vp4,,08657959763,,"Subhadra Mall, Plot No P-60, Bhigwan Road",Surynagari,Near Pencil Chowk,baramati,maharashtra,west,in,413133,18.17774086,74.60588074,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=10012681531403679465,3.844827586206897,58
14f749d4-4fb2-4732-ab26-a8d35a5ec2d0,01ca273f-610c-4686-a319-46317c4515b8,p223,Pantaloons,pantaloons-e692ljrcjbwp07h,,08182405686,,"Bearys City Center Mall, Ground Floor, SN Market",BH Road,Opposite Ameer Ahmed Circle,shivamogga,karnataka,south,in,577201,13.93040562,75.57355622,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=14209997513637389642,3.9615384615384617,182
15032ee1-0a5d-4de2-8033-1aa8d332fff6,01ca273f-610c-4686-a319-46317c4515b8,p479,Pantaloons,pantaloons-elxo5et1lxpm66t,,08961616129,,"Ground Floor & First Floor, Green Heights, Commercial Plot Bearing No 58",Hukanpukhuri Gaon,Beside KFC,tinsukia,assam,east,in,786125,27.48385723,95.38860006,"{""Sunday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Monday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Tuesday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Wednesday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Thursday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Friday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Saturday"":{""open"":true,""timings"":[""11:00"",""21:30""]}}",True,True,Pantaloons,,,https://maps.google.com/maps?cid=12421791254698291910,3.94,200
150e84c3-b293-4910-a21e-0bdf0d7f77fa,01ca273f-610c-4686-a319-46317c4515b8,p340,Pantaloons,pantaloons-ggyp4fs84lbfta2,,09513703072,,"Shop No 44, VR Mall, Pillayar Kovil Street, JN Road",Anna Nagar,Near CMBT Bus Terminal,chennai,tamil nadu,south,in,600040,13.08058782,80.19705104,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=2131898916124168143,4.481481481481482,54
1595e592-0228-49dc-b709-9937505eb251,01ca273f-610c-4686-a319-46317c4515b8,p394,Pantaloons,pantaloons-nh4cq1nmc46x5kx,,07039101861,,"Trogon Business Hub, Mehsana Bypass Road",Panchot Circle,Near D Mart Circle,mehsana,gujarat,west,in,384205,23.6202577,72.34548233,"{""Sunday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Monday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Tuesday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Wednesday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Thursday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Friday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Saturday"":{""open"":true,""timings"":[""10:30"",""22:00""]}}",True,True,Pantaloons,,,https://maps.google.com/maps?cid=8648348485780755973,4.282258064516129,124
1612a647-c267-4048-b060-5f8bb2882a48,01ca273f-610c-4686-a319-46317c4515b8,p353,Pantaloons,pantaloons-ey0f8yyz9kiniop,,09513703082,,"No 162, Redhills Road",Ambattur,Adjacent to Ponnu Super Market,chennai,tamil nadu,south,in,600053,13.12296315,80.14920418,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=1390127604528462399,3.9737991266375547,229
167bb45f-aad4-4098-bc5c-9925ab01b6ca,01ca273f-610c-4686-a319-46317c4515b8,p181,Pantaloons,pantaloons-selg36i2dunwvf8,,01755030461,,"Omaxe Mall, Ground Floor",Mall Road,Opposite Kali Devi Temple,patiala,punjab,north,in,147001,30.33739949,76.39402409,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=10682350792729168656,4.300423131170663,709
17ec5c98-fb8d-4530-8279-050d9182d74d,01ca273f-610c-4686-a319-46317c4515b8,p073,Pantaloons,pantaloons-2i7iai8sw39luwe,,08271634950,,"Plot No 165P & 166P, Boring Cannal Road, Vasundhara Metro Mall",Buddha Colony,Beside KFC,patna,bihar,east,in,800001,25.62314813,85.12474525,"{""Sunday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Monday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Tuesday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Wednesday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Thursday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Friday"":{""open"":true,""timings"":[""11:00"",""21:30""]},""Saturday"":{""open"":true,""timings"":[""11:00"",""21:30""]}}",True,True,Pantaloons,,,https://maps.google.com/maps?cid=17436229514041779324,4.118137254901961,4080
189ccf3f-4d65-449a-9589-08ec581611cb,01ca273f-610c-4686-a319-46317c4515b8,p390,Pantaloons,pantaloons-iaghlvpoj3upggd,,07605029926,,"Sangeeta Enclave, GNB Road",Silpukhuri,Near Traffic Point,guwahati,assam,east,in,781003,26.18513605,91.76306083,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=16474811897625360186,3.7096774193548385,31
18a88867-3b52-4e82-bfbe-04febb9b50ab,01ca273f-610c-4686-a319-46317c4515b8,p218,Pantaloons,pantaloons-uxlez5wcco6zt5r,,08657959775,,"Aura Mall, Jabalpur Road",Makroniya,Near By Makroniya Chouraha,sagar,madhya pradesh,west,in,470004,23.85235056,78.79233622,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=5837253086534294183,3.839662447257384,237
18d53535-351c-4c59-a5b0-3e1e8591f229,01ca273f-610c-4686-a319-46317c4515b8,p328,Pantaloons,pantaloons-6tz8d3yo695qnhp,,09831972226,,"City Centre Mall, Deshbandhu Road",Munsifdanga,Below SVF Cinemas,purulia,west bengal,east,in,723101,23.34331264,86.36203453,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=12934779636893736664,4.403846153846154,52
1a45054b-59ad-42f7-bdcb-f31695b1cba1,01ca273f-610c-4686-a319-46317c4515b8,p639,Pantaloons,pantaloons-kr5omfolfzrk2nr,,08657735527,,"Ground And First Floor, Serenity Tower, GE Road",Geeta Nagar,Opposite Anupam Garden,raipur,chhattisgarh,west,in,492013,21.24452115,81.60929609,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=8527944863107283232,4.023255813953488,43
1a910848-b2c0-4349-b7f6-f42b9b69cd7b,01ca273f-610c-4686-a319-46317c4515b8,p418,Pantaloons,pantaloons-z8ai546ih3bwv1g,,09582085234,,"Unit 106 to 117, First Floor, DLF City Centre Mall",Sector 13,Near IT Park,chandigarh,punjab,north,in,160101,30.72915696,76.84576902,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=4329074962342161071,4.938775510204081,343
1a974304-7b07-46c6-8876-2ed32352206d,01ca273f-610c-4686-a319-46317c4515b8,p081,Pantaloons,pantaloons-22amt8wgex8rfmf,,07406294410,,"Plot No CTS 478/B, Ground and First Floor, Urban Oasis Mall",Gokul Road,Near Akshay Park,hubballi,karnataka,south,in,580030,15.35021388,75.11110045,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=10039747860716231069,3.685185185185185,54
1a9e6ca1-869c-470a-afec-f2b39dea213f,01ca273f-610c-4686-a319-46317c4515b8,p553,Pantaloons,pantaloons-a2kel081mp11p2o,,08657832038,,"Shop No 52,53, Phoenix Citadel Mall, Mumbai - Agra National Highway, Junction",Khajrana,Infront of Best Price,indore,madhya pradesh,west,in,452016,22.7468437,75.93642921,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=10023353015162502753,5.0,3
1b08949b-374a-4c46-9ddc-afa8d266a256,01ca273f-610c-4686-a319-46317c4515b8,p438,Pantaloons,pantaloons-fo95thwknb3kjf0,,08657956917,,"Shop No 8-9-10, Bearing No 217, Ground Floor, Commercial Plot, Nehru Nagar",Shyamal,Located in Iconic Shyamal,ahmedabad,gujarat,west,in,380015,23.015076,72.530918,"{""Sunday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Monday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Tuesday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Wednesday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Thursday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Friday"":{""open"":true,""timings"":[""10:30"",""22:00""]},""Saturday"":{""open"":true,""timings"":[""10:30"",""22:00""]}}",True,True,Pantaloons,,,https://maps.google.com/maps?cid=14779104818364516783,4.373443983402489,241
1b334a8f-8428-4abe-a0ee-01e75a6fe7ab,01ca273f-610c-4686-a319-46317c4515b8,p167,Pantaloons,pantaloons-esjjpt2cjovntxn,,08147608016,,"Shop No 474, Under Ground Floor, Fun Republic Mall, Avinasi Road",Peelamedu,Opposite Police Station,coimbatore,tamil nadu,south,in,641004,11.02400103,77.01078353,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=260667979389177878,4.096153846153846,52
1c02d00e-e3a5-43ce-a930-c2ae59f3c1a8,01ca273f-610c-4686-a319-46317c4515b8,p250,Pantaloons,pantaloons-9gv8awh7jtwdwp8,,07900498000,,"Shop No 105, Bareilly-Nainital Road",Civil Lines,Near Hind Talkies,bareilly,uttar pradesh,north,in,243001,28.35318985,79.41868481,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=16453889457213721485,4.1400778210116735,257
1c12285b-4462-491f-a678-e3acb10a729c,01ca273f-610c-4686-a319-46317c4515b8,p425,Pantaloons,pantaloons-fz1y7whjm0ckb8d,,7506935621,,"Plot No 63/A1, 80/A, Khata No 777/117, Ground And First Floor, Old National Highway",Golden Square,Nearby The Burger Hub,bharuch,gujarat,west,in,392001,21.7225086,73.00468021,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=16519861205667211592,4.360655737704918,122
1c316647-d3aa-43dc-887d-206dea665319,01ca273f-610c-4686-a319-46317c4515b8,p383,Pantaloons,pantaloons-cnbqz7gspsp5h2b,,01222310040,,"Plot No 17-6, Khasra No 1402, 1356, Free Ganj Main Road",Ganga Nagar,Near ITI College,hapur,uttar pradesh,north,in,245101,28.7359391,77.77651006,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=8353152612586014327,4.046242774566474,692
1c5d8bfc-978f-4648-821f-437cea62a05e,01ca273f-610c-4686-a319-46317c4515b8,p489,Pantaloons,pantaloons-y5vhflmewe3zf4r,,09895772489,,"TC 91/270, First Floor, Lulu Mall, Akkulam",Anayara,Located in Lulu Mall,thiruvananthapuram,kerala,south,in,695029,8.516328239,76.8974241,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=5708639040133646279,4.05,180
1d784420-d19d-49e2-9727-76995ad7a490,01ca273f-610c-4686-a319-46317c4515b8,p671,Pantaloons,pantaloons-mrxqyckpxp21ynl,,7065023899,,"Plot No 1/4, & 1/5, Sector No 1, Scem No 3, Ambedkar Puram, Awas Vikas",Kalyanpur,Nearby TVS Showroom,kanpur,uttar pradesh,north,in,208017,26.48966768,80.25258777,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=8690534347352877547,3.142857142857143,7
1dee4b13-0a6d-4d74-9c51-50b20552903c,01ca273f-610c-4686-a319-46317c4515b8,p215,Pantaloons,pantaloons-c25pkufpumsmlkr,,09513703091,,"Ward No 89, Block E, Government Quarters, L & T Mall, Shree Nagar Colony Road",Punjagutta,Beside Metro Staion,hyderabad,telangana,south,in,500082,17.42962659,78.44987322,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=17398920352944701667,3.847457627118644,59
1e6386dd-b7cb-4b20-a00e-aa34d1e60bc1,01ca273f-610c-4686-a319-46317c4515b8,p273,Pantaloons,pantaloons-v4zqtdf57y1h1fy,,08867703017,,"Eps Towers, No 24-6-1032, Rajagopalapuram",Dargamitta,Near by MGB Felicity Mall,nellore,andhra pradesh,south,in,524003,14.43276566,79.96784445,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=8974176939215075501,4.0804828973843055,497
1ef99bcf-4b73-4be4-a2e5-52d130350f5c,01ca273f-610c-4686-a319-46317c4515b8,p134,Pantaloons,pantaloons-du7qb3y8351gdzx,,08867703014,,"House No 54-09-8, Plot No 5, RS No 249",Addipalli Colony,Below Agarwal hospital,rajamahendravaram,andhra pradesh,south,in,533103,17.01004751,81.79473094,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=12462416764575621089,3.920098340503995,1627
2022f3ba-a9c8-408a-9581-519fe7999b9f,01ca273f-610c-4686-a319-46317c4515b8,p645,Pantaloons,pantaloons-8gamjvbffuf6y4y,,08657735529,,"Ground And First Floor, Saraf Chambers, Mount Road",Sadar,Near Liberty Talkies,nagpur,maharashtra,west,in,440001,21.15962374,79.07799126,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=8942869605866979969,4.083333333333333,24
2056550c-be39-4c07-9726-e82ba1709218,01ca273f-610c-4686-a319-46317c4515b8,p689,Pantaloons,pantaloons-170ex9dl5skqmxc,,08929354769,,"Shop No 19-20, Khara No 47, First Floor, Mall of Dehradun, Pargana Parvadoon",Mohkam Pur Khurd,Haridwar Road,dehradun,uttarakhand,,in,248005,30.26682968,78.08189664,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=2138162110873829748,,0
20ab923f-9f7d-4747-8fca-24b52ea1c0d1,01ca273f-610c-4686-a319-46317c4515b8,w020,Pantaloons,pantaloons-da0weak80a34t1n,,07605007967,,"The Bokaro Mall, MG Marg",Sector 3C,Nearby City Center,bokaro steel city,jharkhand,east,in,827003,23.6644095,86.1473077,,True,True,Pantaloons,,,https://maps.google.com/maps?cid=13399783525421599572,4.081081081081081,37
