"id","title","description","street","city","state","postal_code","country","lat","lng","phone","fax","email","website","logo_id","path","marker_id","description_2","open_hours","ordr","slug","brand","special","categories","days_str"
"527","SB – DARBHANGA","","G. M. Road, Beside ICICI BANK, Darbhanga, Bihar - 846004","DARBHANGA","BIHAR","846004","India","26.1569817","85.9004858","9147409536","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-darbhanga-darbhanga","null","null","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"516","SB – DHUBRI","","C. R DAS ROAD, NEAR MUNICIPAL HIGH SCHOOL, DHUBRI -783301","DHUBRI","ASSAM","783301","India","26.0202977","89.9848134","914732803","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-dhubri-dhubri","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"530","SB – FORBESGANJ","","Ram Manohar Lohia Path, Near Jyoti Cinema, Forbesganj-854318","FORBESGANJ","BIHAR","854318","India","26.2999803","87.2610615","6292125875","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-forbesganj-forbesganj","null","null","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"518","SB – GAZOLE","","Gazole Bus stand, Near Chhana market, Dist. Malda, W.B. Pin -732124","GAZOLE","WEST BENGAL","732124","India","25.2156661","88.1954564","9147415495","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-gazole-gazole","null","null","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"509","SB – GOVINDPUR","","OPPOSITE HDFC BANK, BAJRAKABATI ROAD, CUTTACK:753001","GOVINDPUR","JHARKHAND","753001","India","23.8325982","86.5202167","9147372806","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-govindpur-govindpur","null","null","11","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"519","SB – HATIBAGAN","","88, BIDHAN SARANI,PS. SHYAMPUKUR, PO. SHYAMBAZAR OPP. NORTHLAND NURSING HOME, KOLKATA-700004","HATIBAGAN","WEST BENGAL","700004","India","22.5970003","88.3720079","9147415499","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-hatibagan-hatibagan","null","null","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"512","SB – JAGI ROAD","","Main Chariali, Jagiroad, Opposite Police Station, Assam -782410","JAGIROAD","ASSAM","782410","India","26.1258644","92.2008692","9147372793","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-jagi-road-jagiroad","","","11","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"517","SB – JALPAIGURI","","MERCHANT ROAD, SAMAJ PARA MORE, NEAR MUKTA BHAWAN, JALPAIGURI, WEST BENGAL -735101","JALPAIGURI","WEST BENGAL","735101","India","26.6966735","88.7108964","9147415496","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-jalpaiguri-jalpaiguri","null","null","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"524","SB – MADHUBANI","","Bata chowk se Purab , Mahila college road , Madhubani - 847211","MADHUBANI","BIHAR","847211","India","26.3510641","86.07057259999999","9147415491","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-madhubani-madhubani","null","null","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"522","SB – METRO CINEMA","","PREMISES NO.5, JAWAHARLAL NEHRU ROAD, KOLKATA-700013","KOLKATA","WEST BENGAL","700013","India","22.564354","88.35162369999999","9147415494","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-metro-cinema-kolkata","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"528","SB – RAMNAGAR","","BRM Campus, Near ST. Xaviers Mission School, Narayanpur main road, Ramnagar, West Champaran. Bihar - 845106","RAMNAGAR","BIHAR","845106","India","27.1645893","84.3305266","9147416436","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-ramnagar-ramnagar","null","null","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"521","SB – RAMRAJATALA","","RAMCHARAN SETH ROAD, NEAR-RAM MANDIR, RAMRAJATALA, HOWRAH-711104","HOWRAH","WEST BENGAL","711104","India","22.5875003","88.3023634","9147415497","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-ramrajatala-howrah","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"525","SB – ROBERTSGANJ","","Civil line road , Near Savera hotel , Robertsganj , Sonbhadra -231216","ROBERTSGANJ","UTTAR PRADESH","231216","India","24.6846123","83.0686025","9147372792","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-robertsganj-robertsganj","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"504","SB – SANTRAGACHI","","Santragachi Station Rd, Near Bus Stand, Howrah, West Bengal 711111","SANTRAGACHI","WEST BENGAL","711111","India","22.5840894","88.2862709","7596072875","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-santragachi-santragachi","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"534","SB – TARAMANDAL","","Budh Vihar Commercial street, Deoria Bypass road , Tarmandal Gorakhpur - 273017","TARMANDAL","UTTAR PRADESH","273017","India","26.7342736","83.37708169999999","9147416437","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-taramandal-tarmandal","null","null","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"523","SB – THAKURPUKUR","","D.H. Road, Opposite – Thakurpukur Police Station, PALLYMANGAL, PASCHIM BARISHA, KOLKATA-700063","KOLKATA","WEST BENGAL","700063","India","22.4652138","88.3074137","9147415493","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-thakurpukur-kolkata","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"532","SB – TITABOR","","Titabar Chariali, Near Gandhi Park, Titabar ,in 785630, Assam","TITABAR","ASSAM","785630","India","26.6021228","94.20600209999999","9147409542","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-titabor-titabar","null","null","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"526","SB – UMRAO MALL","","Umrao Mall, Nishat Ganj, Lucknow -226006","LUCKNOW","UTTAR PRADESH","226006","India","26.8711832","80.9564944","9147415498","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-umrao-mall-lucknow","null","null","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"502","SB- CHITRAKOOT","","Banda Prayagraj Road, Near Karwi Bus Stand, Chitrakoot, UP – 210205","CHITRAKOOT","UTTAR PRADESH","210205","India","25.2139541","80.9164789","+91 91473 72801","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-chitrakoot-chitrakoot","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"503","SB- HAZARIBAGH","","Pugmil Road, Near Kallu Chowk, Hazaribagh, Jharkhand - 825301","HAZARIBAGH","JHARKHAND","825301","India","24.0044535","85.3516817","9147372810","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-hazaribagh-hazaribagh","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"505","SB- HIRAPUR","","Park Market , Hirapur , Dhanbad - 826001","HIRAPUR","JHARKHAND","826001","India","23.798884","86.4427193","9147372813","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-hirapur-hirapur","","","11","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"514","SB- JAYANAGAR","","SIX MILE, NEAR BHARAT PETROL PUMP, JAYANAGAR, GUWAHATI-781022","JAYANAGAR","ASSAM","781022","India","26.1313516","91.8044127","9147372795","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-jayanagar-jayanagar","","","11","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"500","SB- NABARANGPUR","","MAIN ROAD, NEAR SUB COLLECTORS' OFFICE, DIST- NABARANGPUR - 764059","NABARANGPUR","ODISHA","764059","India","19.2517865","82.5834947","9147372807","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-nabarangpur-nabarangpur","","","11","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"501","SB- SUPAUL","","HOTEL THAKUR MAHAL, STATION ROAD, WARD NO : 10 , SUPAUL , PIN : 852131","SUPAUL","BIHAR","852131","India","26.1172928","86.601","9147372808","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-supaul-supaul","","","11","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"498","SB-ADITYAPUR","","SATPATHY HOTEL, SHERE PANJAB CHOWK- ADITYAPUR 831013","ADITYAPUR","JHARKHAND","831013","India","22.7865802","86.1631615","9147372802","","","https://stylebaazar.in","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-adityapur-adityapur","","","11","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"340","SB-AGARTALA","","62/2,Central Road,Agartala,Tripura","AGARTALA","TRIPURA","799001","India","0","0","7603027440","","","","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-agartala-agartala","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"342","SB-ALIPURDUAR","","Marwari Patty, Ward No.12, P.O & Dist- Alipurduar","ALIPURDUAR","WEST BENGAL","736121","India","0","0","9073911670","","","","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-alipurduar-alipurduar","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"343","SB-AMTALA","","D.H Road, Near Amtala Chowmatha, Kanyanagar, Amtala","AMTALA","WEST BENGAL","745503","India","0","0","9147095630","","","","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-amtala-amtala","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"344","SB-ANGUL (01)","","Durga Sankar Road, Sri Ram Market Complex Near Axis Bank, Bazar Chowk, Angul,Odisha","ANGUL (01)","ODISHA","759122","India","22.45556255","88.25458526","7044082473","","","","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-angul-01-angul-01","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"345","SB-ANGUL (02)","","G S Center, Shankar Cinema Road, Gandhi Marg, Angul, Odisha","ANGUL (02)","ODISHA","759122","India","22.45786245","88.54825259","9147005750","","","","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-angul-02-angul-02","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"346","SB-ARAMBAGH","","Basantapur,Arambagh,Hooghly,Near-Idbi Bank","ARAMBAGH","WEST BENGAL","712601","India","0","0","7044080372","","","","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-arambagh-arambagh","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"347","SB-ATHAGARH","","Jagannath Baazar, Near Jagannath Temple","ATHAGARH","ODISHA","754029","India","0","0","9147094452","","","","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-athagarh-athagarh","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
"460","SB-BAGNAN","","O.T Road, Opp. Bagnan Gramin Hospital, Bagnan","BAGNAN","WEST BENGAL","711303","India","0","0","9147095638","","","","0","null","1","","{""mon"":[""10:00 AM - 10:00 PM""],""tue"":[""10:00 AM - 10:00 PM""],""wed"":[""10:00 AM - 10:00 PM""],""thu"":[""10:00 AM - 10:00 PM""],""fri"":[""10:00 AM - 10:00 PM""],""sat"":[""10:00 AM - 10:00 PM""],""sun"":[""10:00 AM - 10:00 PM""]}","0","sb-bagnan-bagnan","","","null","Mon, Tues, Wed, Thur, Fri, Sat, Sun"
